identityKey,院校名称,院校专业组代码,专业代码,专业名称,专业类,规范专业类,风险等级,标色建议,组内核心簇,风险说明_严格版
750402+09,中国石油大学(北京)克拉玛依校区,750402,09,计算机类,计算机类,计算机类,橙色中危,橙色,地矿地球物理,与组内主体距离≥4，属于远缘混入。；硬实力提示：学科评估：四轮：B-，有本专业相关硕士点；但硬实力不抵消方向/热度落差。
750402+10,中国石油大学(北京)克拉玛依校区,750402,10,人工智能,电子信息类,电子信息类,橙色中危,橙色,地矿地球物理,与组内主体距离≥4，属于远缘混入。；硬实力提示：有本专业相关硕士点；但硬实力不抵消方向/热度落差。
750402+14,中国石油大学(北京)克拉玛依校区,750402,14,机械设计制造及其自动化,机械类,机械类,橙色中危,橙色,地矿地球物理,与组内主体距离≥4，属于远缘混入。；硬实力提示：学科评估：四轮：B，有本专业相关博士点；但硬实力不抵消方向/热度落差。
750402+15,中国石油大学(北京)克拉玛依校区,750402,15,过程装备与控制工程,机械类,机械类,橙色中危,橙色,地矿地球物理,与组内主体距离≥4，属于远缘混入。；硬实力提示：学科评估：四轮：B，有本专业相关博士点；但硬实力不抵消方向/热度落差。
750402+16,中国石油大学(北京)克拉玛依校区,750402,16,自动化,自动化类,自动化类,橙色中危,橙色,地矿地球物理,与组内主体距离≥4，属于远缘混入。；硬实力提示：学科评估：四轮：B-，有本专业相关博士点，专业水平：国特；但硬实力不抵消方向/热度落差。
750402+21,中国石油大学(北京)克拉玛依校区,750402,21,数学与应用数学,数学类,数学类,橙色中危,橙色,地矿地球物理,与组内主体距离≥4，属于远缘混入。；硬实力提示：学科评估：四轮：C+，有本专业相关硕士点；但硬实力不抵消方向/热度落差。
750402+22,中国石油大学(北京)克拉玛依校区,750402,22,统计学,统计学类,统计学类,橙色中危,橙色,地矿地球物理,与组内主体距离≥4，属于远缘混入。；硬实力提示：有本专业相关硕士点；但硬实力不抵消方向/热度落差。
264104+19,中国石油大学(华东),264104,19,机械类,机械类,机械类,橙色中危,橙色,地矿地球物理,与组内主体距离≥4，属于远缘混入。；硬实力提示：学科评估：四轮：B，有本专业相关博士点，专业水平：国一/国特/卓越工程；但硬实力不抵消方向/热度落差。
264104+26,中国石油大学(华东),264104,26,过程装备与控制工程,机械类,机械类,橙色中危,橙色,地矿地球物理,与组内主体距离≥4，属于远缘混入。；硬实力提示：学科评估：四轮：B，有本专业相关博士点，专业水平：国一/国特；但硬实力不抵消方向/热度落差。
264104+30,中国石油大学(华东),264104,30,电气工程及其自动化,电气类,电气类,橙色中危,橙色,地矿地球物理,与组内主体距离≥4，属于远缘混入。；硬实力提示：有本专业相关硕士点，专业水平：国一/卓越工程；但硬实力不抵消方向/热度落差。
264104+31,中国石油大学(华东),264104,31,电子信息工程,电子信息类,电子信息类,橙色中危,橙色,地矿地球物理,与组内主体距离≥4，属于远缘混入。；硬实力提示：有本专业相关硕士点，专业水平：国一；但硬实力不抵消方向/热度落差。
264104+32,中国石油大学(华东),264104,32,通信工程,电子信息类,电子信息类,橙色中危,橙色,地矿地球物理,与组内主体距离≥4，属于远缘混入。；硬实力提示：有本专业相关硕士点，专业水平：国一；但硬实力不抵消方向/热度落差。
264104+33,中国石油大学(华东),264104,33,集成电路设计与集成系统,电子信息类,电子信息类,橙色中危,橙色,地矿地球物理,与组内主体距离≥4，属于远缘混入。；硬实力提示：有本专业相关硕士点；但硬实力不抵消方向/热度落差。
264104+35,中国石油大学(华东),264104,35,自动化,自动化类,自动化类,橙色中危,橙色,地矿地球物理,与组内主体距离≥4，属于远缘混入。；硬实力提示：学科评估：四轮：B-，有本专业相关博士点，专业水平：国一/国特；但硬实力不抵消方向/热度落差。
264104+36,中国石油大学(华东),264104,36,计算机科学与技术,计算机类,计算机类,橙色中危,橙色,地矿地球物理,与组内主体距离≥4，属于远缘混入。；硬实力提示：学科评估：四轮：B-，有本专业相关博士点，专业水平：国一；但硬实力不抵消方向/热度落差。
264104+37,中国石油大学(华东),264104,37,软件工程,计算机类,计算机类,橙色中危,橙色,地矿地球物理,与组内主体距离≥4，属于远缘混入。；硬实力提示：学科评估：四轮：B-，有本专业相关博士点，专业水平：国一；但硬实力不抵消方向/热度落差。
264104+38,中国石油大学(华东),264104,38,智能科学与技术,计算机类,计算机类,橙色中危,橙色,地矿地球物理,与组内主体距离≥4，属于远缘混入。；硬实力提示：学科评估：四轮：B-，有本专业相关博士点；但硬实力不抵消方向/热度落差。
264104+39,中国石油大学(华东),264104,39,数学类,数学类,数学类,橙色中危,橙色,地矿地球物理,与组内主体距离≥4，属于远缘混入。；硬实力提示：学科评估：四轮：C+，有本专业相关硕士点，专业水平：省一；但硬实力不抵消方向/热度落差。
264104+41,中国石油大学(华东),264104,41,数据科学与大数据技术,计算机类,计算机类,橙色中危,橙色,地矿地球物理,与组内主体距离≥4，属于远缘混入。；硬实力提示：学科评估：四轮：B-，有本专业相关博士点；但硬实力不抵消方向/热度落差。
122101+01,中国矿业大学,122101,01,市场营销,工商管理类,工商管理类,橙色中危,橙色,文史哲法社,与组内主体距离≥4，属于远缘混入。；硬实力提示：学科评估：四轮：B-，有本专业相关硕士点，专业水平：国一；但硬实力不抵消方向/热度落差。
122101+02,中国矿业大学,122101,02,工商管理类,工商管理类,工商管理类,橙色中危,橙色,文史哲法社,与组内主体距离≥4，属于远缘混入。；硬实力提示：学科评估：四轮：B-，有本专业相关硕士点，专业水平：国一/国特；但硬实力不抵消方向/热度落差。
122101+03,中国矿业大学,122101,03,金融学,金融学类,金融学类,橙色中危,橙色,文史哲法社,与组内主体距离≥4，属于远缘混入。；硬实力提示：学科评估：四轮：C，有本专业相关硕士点，专业水平：省一；但硬实力不抵消方向/热度落差。
122103+17,中国矿业大学,122103,17,材料科学与工程,材料类,材料类,橙色中危,橙色,地矿地球物理；土木建筑,与组内主体距离≥4，属于远缘混入。；硬实力提示：学科评估：四轮：C，有本专业相关博士点，专业水平：国一；但硬实力不抵消方向/热度落差。
122103+21,中国矿业大学,122103,21,工程管理,管理科学与工程类,管理科学与工程类,橙色中危,橙色,地矿地球物理；土木建筑,与组内主体距离≥4，属于远缘混入。；硬实力提示：学科评估：四轮：B+，有本专业相关博士点，专业水平：国一；但硬实力不抵消方向/热度落差。
122103+23,中国矿业大学,122103,23,化工与制药类,化工与制药类,化工与制药类,橙色中危,橙色,地矿地球物理；土木建筑,与组内主体距离≥4，属于远缘混入。；硬实力提示：学科评估：四轮：B+，有本专业相关博士点，专业水平：国一；但硬实力不抵消方向/热度落差。
122104+36,中国矿业大学,122104,36,网络与新媒体,新闻传播学类,新闻传播学类,橙色中危,橙色,管科工业工程,与组内主体距离≥4，属于远缘混入。；硬实力提示：有本专业相关硕士点；但硬实力不抵消方向/热度落差。
122105+41,中国矿业大学,122105,41,能源动力类,能源动力类,能源动力类,橙色中危,橙色,能源动力核石油；自动化仪器控制,信息类新工科主体组中出现材料/能动/管科/基础理学等非同赛道专业，严格版需提示。；硬实力提示：学科评估：四轮：C，有本专业相关博士点，专业水平：国一/卓越工程；但硬实力不抵消方向/热度落差。
122106+49,中国矿业大学,122106,49,能源动力类,能源动力类,能源动力类,橙色中危,橙色,电气电力；计算机软件；电子信息集成电路；自动化仪器控制,信息类新工科主体组中出现材料/能动/管科/基础理学等非同赛道专业，严格版需提示。；硬实力提示：学科评估：四轮：C，有本专业相关博士点，专业水平：国一/卓越工程；但硬实力不抵消方向/热度落差。
122106+50,中国矿业大学,122106,50,能源科学与工程,能源动力类,能源动力类,橙色中危,橙色,电气电力；计算机软件；电子信息集成电路；自动化仪器控制,信息类新工科主体组中出现材料/能动/管科/基础理学等非同赛道专业，严格版需提示。；硬实力提示：学科评估：四轮：C，有本专业相关博士点；但硬实力不抵消方向/热度落差。
